EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	09:36:02	4	0.0000	3.572663680128396	2.7281711101531982	0.0	0.0	0.0	0.0
