EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	16:03:01	4	0.0000	1.7764908186349642	1.5773483514785767	0.0	0.0	0.0	0.0
